"doi","publication_date","title","financial_disclosure","grants","Id","grant_title"
"10.1371/journal.pcbi.1003059","2013-05-02","Detection of Mixed Infection from Bacterial Whole Genome Sequence Data Allows Assessment of Its Role in Clostridium difficile Transmission","This study was supported by the NIHR Oxford Biomedical Research Centre and the UKCRC Modernising Medical Microbiology Consortium, the latter funded under the UKCRC Translational Infection Research Initiative supported by Medical Research Council, Biotechnology and Biological Sciences Research Council and the National Institute for Health Research on behalf of the Department of Health (Grant G0800778) and the Wellcome Trust (Grant 087646/Z/08/Z). We acknowledge the support of Wellcome Trust core funding (Grant 090532/Z/09/Z). TEAP and DWC are NIHR Senior Investigators. DWE is a NIHR Doctoral Research Fellow. The funders had no direct role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","87646;90532",87646,"Modernising Medical Microbiology: Establishing how new technologies can be optimally integrated into microbiology."
"10.1371/journal.pcbi.1003059","2013-05-02","Detection of Mixed Infection from Bacterial Whole Genome Sequence Data Allows Assessment of Its Role in Clostridium difficile Transmission","This study was supported by the NIHR Oxford Biomedical Research Centre and the UKCRC Modernising Medical Microbiology Consortium, the latter funded under the UKCRC Translational Infection Research Initiative supported by Medical Research Council, Biotechnology and Biological Sciences Research Council and the National Institute for Health Research on behalf of the Department of Health (Grant G0800778) and the Wellcome Trust (Grant 087646/Z/08/Z). We acknowledge the support of Wellcome Trust core funding (Grant 090532/Z/09/Z). TEAP and DWC are NIHR Senior Investigators. DWE is a NIHR Doctoral Research Fellow. The funders had no direct role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","87646;90532",90532,"Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pcbi.1003187","2013-08-15","Spike Triggered Hormone Secretion in Vasopressin Cells; a Model Investigation of Mechanism and Heterogeneous Population Function","This work was supported by Wellcome Trust, grant no. 089543/Z/09/Z (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","89543",89543,"The Vasopressin System-Asynchronous burst firing as a signal encoding mechanism."
"10.1371/journal.pcbi.1003225","2013-09-12","Trial-Type Dependent Frames of Reference for Value Comparison","This work was supported by the Wellcome Trust (LTH, MWW, TEJB, grant reference numbers WT088312 and WT080540, http://www.wellcome.ac.uk), the Consortium Of Neuroimagers for Non-invasive Exploration of Brain Connectivity and Tracts (CONNECT; LTH and TEJB, http://www.brain-connect.eu/), the UK Engineering and Physical Sciences Research Council (MWW, http://www.epsrc.ac.uk/) and the UK Medical Research Council (MFSR, http://www.mrc.ac.uk/). The project CONNECT acknowledges the financial support of the Future and Emerging Technologies (FET) program in the Seventh Framework Program for Research of the European Commission, under FET-Open grant number 238292. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","88312;80540",88312,"Biophysical mechanisms of goal-based decision-making."
"10.1371/journal.pcbi.1003225","2013-09-12","Trial-Type Dependent Frames of Reference for Value Comparison","This work was supported by the Wellcome Trust (LTH, MWW, TEJB, grant reference numbers WT088312 and WT080540, http://www.wellcome.ac.uk), the Consortium Of Neuroimagers for Non-invasive Exploration of Brain Connectivity and Tracts (CONNECT; LTH and TEJB, http://www.brain-connect.eu/), the UK Engineering and Physical Sciences Research Council (MWW, http://www.epsrc.ac.uk/) and the UK Medical Research Council (MFSR, http://www.mrc.ac.uk/). The project CONNECT acknowledges the financial support of the Future and Emerging Technologies (FET) program in the Seventh Framework Program for Research of the European Commission, under FET-Open grant number 238292. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","88312;80540",80540,"4 year PhD studentship in Neuroscience"
"10.1371/journal.pcbi.1003335","2013-11-21","Dread and the Disvalue of Future Pain","This work was supported by the Wellcome Trust [Ray Dolan Senior Investigator Award 098362/Z/12/Z]. The Wellcome Trust Centre for Neuroimaging is supported by core funding from the Wellcome Trust 091593/Z/10/Z. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","98362;91593",98362,"The neurobiology of motivation in health and disease."
"10.1371/journal.pcbi.1003335","2013-11-21","Dread and the Disvalue of Future Pain","This work was supported by the Wellcome Trust [Ray Dolan Senior Investigator Award 098362/Z/12/Z]. The Wellcome Trust Centre for Neuroimaging is supported by core funding from the Wellcome Trust 091593/Z/10/Z. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","98362;91593",91593,"Core support for the Wellcome Trust Centre for Neuroimaging"
"10.1371/journal.pcbi.1003371","2013-12-05","Handling Uncertainty in Dynamic Models: The Pentose Phosphate Pathway in Trypanosoma brucei","This work is supported by a SULSA PhD studentship to EJK (http://www.sulsa.ac.uk/), by a NWO Vidi grant to RB (http://www.nwo.nl/en/funding/our-funding-instruments/nwo/innovational-research-incentives-scheme/vidi/index.html) and by a SysMO2 grant (SilicoTryp, http://www.sysmo.net/index.php?index=164) to RB, MPB and BMB. BMB is the recipient of a Rosalind Franklin Fellowship (http://www.rug.nl/umcg/research/rosalind-franklin-fellowships/). The Wellcome Trust Centre for Molecular Parasitology is supported by core funding from the Wellcome Trust (085349, http://www.wellcome.ac.uk/Funding/Biomedical-science/Funded-projects/Major-initiatives/Wellcome-Trust-Centres/index.htm). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","85349",85349,"The Wellcome Trust Centre for Molecular Parasitology"
"10.1371/journal.pgen.0030093","2007-06-15","Selection for Robustness in Mutagenized RNA Viruses","This study was financially supported by grants from the Spanish Generalitat Valenciana (grant GV06/031) to RS, the Wellcome Trust (grant 071979) to AM and ECH, and the Spanish Ministerio de Educación y Ciencia (grant BFU2005–00305) to AM. RS was funded by the Spanish Ministerio de Educación y Ciencia and Consejo Superior de Investigaciones Científicas. JMC was funded by the Wellcome Trust. VF was funded by the Spanish Ministerio de Educación y Ciencia.","71979",71979,"An experimental and phylogenetic approach to understanding RNA virus evolution"
"10.1371/journal.pgen.0030121","2007-07-27","Plasticity of Fission Yeast CENP-A Chromatin Driven by Relative Levels of Histone H3 and H4","This work was initiated with core funding from the MRC UK and subsequently the Wellcome Trust (065061/Z). AGC was supported by the Ministerio de Educacion y Ciencia, Spain. BGM was supported in part by IPOST, Italy and the British Foundation for Women Graduates. ALP was supported in part by the AICR. RCA is a Wellcome Trust Principal Research Fellow.","65061",65061,"Linking RNA interference, silent chromatin formation and kinetochore assembly."
"10.1371/journal.pgen.1000136","2008-07-25","Regulation of Zebrafish Skeletogenesis by ext2/dackel and papst1/pinscher","This work was supported by grants from Cancer Research UK (C11413), the Wellcome Trust (072346/Z/03/Z) and the European Commission (LSHM-CT-2003-504468) to HHR and an HFSP grant (RGP0044/2006-C) to CBC. The MRC Centre for Developmental and Biomedical Genetics is supported by Grant G070091.","72346",72346,"The role of zebrafish exostosin-2 during gastrulation and cartilage differentiation."
"10.1371/journal.pgen.1000200","2008-09-26","Sex-Specific Genetic Structure and Social Organization in Central Asia: Insights from a Multi-Locus Study","This work was supported by the Centre National de la Recherche Scientifique (CNRS) ATIP programme (to EH), by the CNRS interdisciplinary programme “Origines de l'Homme du Langage et des Langues” (OHLL) and by the European Science Foundation (ESF) EUROCORES programme “The Origin of Man, Language and Languages” (OMLL). We also thank the “Fondation pour la Recherche Médicale” (FRM) for financial support. LS is financed by the French Ministry of Higher Education and Research. MAJ is supported by a Wellcome Trust Senior Fellowship in Basic Biomedical Science (grant number 057559).","57559",57559,"The Y chromosome as a marker for the history and structure of human populations."
"10.1371/journal.pgen.1000220","2008-10-10","Identification and Replication of Three Novel Myopia Common Susceptibility Gene Loci on Chromosome 3q26 using Linkage and Linkage Disequilibrium Mapping","This work was supported by the Wellcome Trust [grant number 078363] and the Guide Dogs for the Blind Association [grant number GDBA 2004-01-a].","78363",78363,"The genetics of myopia and refractive error: analysis of highly significant linkage loci."
"10.1371/journal.pgen.1000445","2009-04-03","Meta-Analysis of Genome-Wide Scans for Human Adult Stature Identifies Novel Loci and Associations with Measures of Skeletal Frame Size","This work was supported by the Wellcome Trust. Genotyping of the Rotterdam Study was funded by the European Commission (QLK6-CT-2002-02629, GENOMOS, GEFOS) and NWO Investments (175.010.2005.011). Phenotyping of the TwinsUK cohort was funded by the Arthritis Research Campaign; the Chronic Disease Research Foundation. JBR was funded by the Canadian Institutes of Health Research and the European Society for Clinical and Economic Aspects of Osteoporosis. European Union FP-5 GenomEUtwin Project (QLG2-CT-2002-01254) funded in part genotyping of the TwinsUK cohort. The British 1958 Birth Cohort DNA collection was funded by the Medical Research Council grant G0000934 and the Wellcome Trust grant 068545/Z/02. Cambridge Bioresource (CBR) is funded from NIHR grants awarded to the Cambridge Biomedical Research Centre (CBMRC) at Cambridge University Hospitals NHS Foundation Trust and to NHS Blood and Transplant. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","68545",68545,"Genetics advisory group for 1958 birth cohort."
