"","id","publication_date","financial_disclosure","title"
"345","10.1371/journal.pone.0038271","2012-05-31T00:00:00Z","This work was supported by the Wellcome Trust of Great Britain (Grant No. 083735/Z/07/Z to PT). Shoklo Malaria Research Unit is part of the Mahidol Oxford University Research Unit supported by the Wellcome Trust of Great Britain. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Longitudinal Study of Streptococcus pneumoniae Carriage in a Cohort of Infants and Their Mothers on the Thailand-Myanmar Border"
"346","10.1371/journal.pbio.1001489","2013-02-19T00:00:00Z","This work was funded by the BBSRC (http://www.bbsrc.ac.uk/home/home.aspx) BB/G019452/1 and the Wellcome Trust (http://www.wellcome.ac.uk/) 093790/Z/10/Z. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Force-Activated Trip Switch Triggers Rapid Dissociation of a Colicin from Its Immunity Protein"
"347","10.1371/journal.pone.0037953","2012-05-25T00:00:00Z","This work was supported by a Wellcome Trust Programme Grant (grant number WT083184 to JRS and KEC). NMM was funded by a Wellcome Trust Career Development Fellowship (grant 079660/z/06/z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Regulation of Adipocyte 11β-Hydroxysteroid Dehydrogenase Type 1 (11β-HSD1) by CCAAT/Enhancer-Binding Protein (C/EBP) β Isoforms, LIP and LAP"
"348","10.1371/journal.pone.0027979","2011-12-02T00:00:00Z","This work was supported by the Wellcome Trust (grant numbers 078779 and 086048, www.wellcome.ac.uk) and Nuffield Foundation (grant number URB/BH081624, www.nuffieldfoundation.org). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Identification of a Novel Response Regulator, Crr1, That Is Required for Hydrogen Peroxide Resistance in Candida albicans"
"349","10.1371/journal.pone.0064670","2013-05-31T00:00:00Z","RNL and ZMACL would like to thank The Wellcome Trust [096919/Z/11/Z], BBSRC [BB/F011520/1], http://www.wellcome.ac.uk/, http://www.bbsrc.ac.uk/home/home.aspx. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","REXO2 Is an Oligoribonuclease Active in Human Mitochondria"
"350","10.1371/journal.pone.0057890","2013-03-13T00:00:00Z","SMRU is supported by The Wellcome Trust of Great Britain, as part of the Oxford Tropical Medicine Research Programme of Wellcome Trust-Mahidol University. The Christophe and Rodolphe Mérieux Foundation supported the study through a prize (2008) to FN. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Malaria in the Post-Partum Period; a Prospective Cohort Study"
"351","10.1371/journal.pctr.0010021","2006-09-15T00:00:00Z","This study was supported by a project grant (045194) awarded by the Wellcome Trust. CRJCN holds a Wellcome Trust Senior Fellowship (070114). KM was supported by a grant from Children of St Mary's Intensive Care. The funders played no part in data collection, analysis, or presentation of these data.","Volume Expansion with Albumin Compared to Gelofusine in Children with Severe Malaria: Results of a Controlled Trial"
"352","10.1371/journal.ppat.1003566","2013-08-22T00:00:00Z","This work was funded by a Wellcome Trust (www.wellcome.ac.uk) Grant 085256 to MC and by a BBSRC (www.bbsrc.ac.uk) studentship to JS. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Determinants of GPI-PLC Localisation to the Flagellum and Access to GPI-Anchored Substrates in Trypanosomes"
"353","10.1371/journal.ppat.1003535","2013-08-15T00:00:00Z","This work was supported by grants from the Wellcome Trust, Ref No. 089273 (http://www.wellcome.ac.uk) to RP and JA and the Rhona Reid Charitable Trust to CWR. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","MAP Kinase Phosphatase-2 Plays a Key Role in the Control of Infection with Toxoplasma gondii by Modulating iNOS and Arginase-1 Activities in Mice"
"354","10.1371/journal.pone.0081881","2013-11-27T00:00:00Z","The study was funded by a project grant from the Wellcome Trust (www.wellcome.ac.uk), grant number: 083521/Z/07/Z. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Seroprevalence of Cytomegalovirus, Epstein Barr Virus and Varicella Zoster Virus among Pregnant Women in Bradford: A Cohort Study"
"355","10.1371/journal.pone.0064404","2013-05-31T00:00:00Z","This work was supported by a Wellcome Trust Senior Research Fellowship (to WHIM), Wellcome Trust Programme Grant (092530/Z/10/Z), and a Medical Research Council Programme Grant (G0801742). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Generation and Characterisation of Keratin 7 (K7) Knockout Mice"
"356","10.1371/journal.pone.0051985","2012-12-21T00:00:00Z","The present work is supported by an award from the Center for Integrated Neuroscience of Tübingen (Germany) (Pool Project nr. 2010–17). The Wellcome Trust Centre for Neuroimaging is supported by a strategic award from the Wellcome Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Source Reconstruction Accuracy of MEG and EEG Bayesian Inversion Approaches"
"357","10.1371/journal.pntd.0001149","2011-08-30T00:00:00Z","This work was funded by the Wellcome Trust, London, UK. Grant numbers 065478/Z/01/A and 074961/Z/04/Z (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Chronic Hepatosplenomegaly in African School Children: A Common but Neglected Morbidity Associated with Schistosomiasis and Malaria"
"358","10.1371/journal.pone.0078592","2013-11-04T00:00:00Z","This work was supported by the Joan Franklin-Adams Trust (scholarship to OHI), David Baum Memorial Appeal (grant to AF and RSH), Wellcome Trust MLW core grant (funding to RSH) and a Wellcome Trust project grant (funding to RSH and NAW). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Impairment of Pneumococcal Antigen Specific Isotype-Switched Igg Memory B-Cell Immunity in HIV Infected Malawian Adults"
"359","10.1371/journal.pntd.0001625","2012-04-24T00:00:00Z","The work was supported by the Wellcome Trust (grant no. 087792, www.wellcome.ac.uk/), and the Medical Research Council (grant nos. 0900278 and U117532067, www.mrc.ac.uk/). The funders had no role in study design, data collection or analysis.","Selective Inhibitors of Protozoan Protein N-myristoyltransferases as Starting Points for Tropical Disease Medicinal Chemistry Programs"
"360","10.1371/journal.pone.0042531","2012-08-03T00:00:00Z","The work was supported by the Wellcome Trust http://www.wellcome.ac.uk (ref 073405) and the Leverhulme Trust http://www.leverhulme.ac.uk (ref F/00 808/C). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Investigation of the Bacterial Communities Associated with Females of Lutzomyia Sand Fly Species from South America"
"361","10.1371/journal.pgen.1001134","2010-09-23T00:00:00Z","This work was funded by grants from the Wellcome Trust (077224; http://www.wellcome.ac.uk/) and the Medical Research Council (G0800026; http://www.mrc.ac.uk/index.htm). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Orphan CpG Islands Identify Numerous Conserved Promoters in the Mammalian Genome"
"362","10.1371/journal.pone.0071960","2013-08-06T00:00:00Z","This work was funded by grant 090767/Z/09/Z from the Wellcome Trust (http://www.wellcome.ac.uk/). Roland Steinacher was supported in part by a Research Fellowship from the DFG (http://www.dfg.de/en/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Slx8 Removes Pli1-Dependent Protein-SUMO Conjugates Including SUMOylated Topoisomerase I to Promote Genome Stability"
"363","10.1371/journal.pone.0015619","2010-12-14T00:00:00Z","This work was funded by the Wellcome Trust. AL is a Wellcome Trust Senior Research Fellow in Clinical Science and National Institute of Health Research Senior Investigator. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Enumeration of Functional T-Cell Subsets by Fluorescence-Immunospot Defines Signatures of Pathogen Burden in Tuberculosis"
"364","10.1371/journal.pone.0028879","2011-12-21T00:00:00Z","GD, NB, SS and AM are funded by the Wellcome Trust. AP and PK are funded by the Wellcome Trust and part of this work is supported by funding from the European Community's Seventh Framework Programme (FP7/2007–2013) under the project EMPERIE, EC grant agreement number 223498'. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Viral Discovery Methodology for Clinical Biopsy Samples Utilising Massively Parallel Next Generation Sequencing"
"365","10.1371/journal.pone.0005544","2009-05-14T00:00:00Z","Cancer Research UK, http://www.cancerresearchuk.org/, CRUK Grant Number C20535/A6999; Wellcome Trust Prize Studentship, http://www.wellcome.ac.uk/. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Regulation of ErbB2 Receptor Status by the Proteasomal DUB POH1"
"366","10.1371/journal.pone.0025666","2011-10-03T00:00:00Z","This work was funded by the Biotechnology and Biological Sciences Research Council (http://www.bbsrc.ac.uk/), the Wellcome Trust (http://www.wellcome.ac.uk/) and the Royal Society (http://royalsociety.org/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Ab Initio Identification of Novel Regulatory Elements in the Genome of Trypanosoma brucei by Bayesian Inference on Sequence Segmentation"
"367","10.1371/journal.pgen.1000759","2009-12-11T00:00:00Z","The work by M. J. Justice is funded by US Public Health Service grant R01 CA115503. D. J. Adams is funded by Cancer Research-UK and the Wellcome Trust. This work was also supported by the Wellcome Trust grant number 76943. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Discovery of Candidate Disease Genes in ENU–Induced Mouse Mutants by Large-Scale Sequencing, Including a Splice-Site Mutation in Nucleoredoxin"
"368","10.1371/journal.ppat.1000843","2010-04-15T00:00:00Z","This work was funded by a Wellcome Trust Research Career Development Fellowship to SJDN (WT082274MA) and a Wellcome Trust Senior Research Fellowship to GJT (076608). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The RING-CH Ligase K5 Antagonizes Restriction of KSHV and HIV-1 Particle Release by Mediating Ubiquitin-Dependent Endosomal Degradation of Tetherin"
